DestinationSite,DestinationBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Alc alp,Alc sp,Anem nemo,Ant alp ,Ant dio,Ant odo,Arc alp,Ast alp,Atoc rup,Ave fle,Avenu  pub,Bart alp,Bet nan,Bet pub,Bis viv,Bot lun ,Cal vul,Cam rot,Car atr,Car big,Car cap,Car ech,Car fla,Car lep,Car nig,Car nor,Car pal,Car pan,Car pau,Car pil,Car pul,Car sax,Car vag,Car sp,Car car,Cer alp,Cer cer,Cer fon,Cer gla,Cha alp,Cir pal,Coe vir,Dac glo,Dant dec,Des alp,Des ces,Dia del,Dro rot,Dry oct,Emp her,Emp nig,Emp,Epi ana,Epilob sp ,Equi arv,Erigeron,Eri uni,Euph fri,Euph wet,Euph sp,Fes ovi,Fes rub,Fes viv,Filip ulm,Frag ves,Gal bor,Gal sax,Gal ul,Gal uli ,Gal ver,Gen ama,Gen cam,Gen niv,Gen ten,Gent sp,Ger syl,Geu riv,Gram sp,Gym dry,Hie alp,Hie pil,Hie vulg,Hier sp,Hyp mac,Hypo mac,Jun alp,Jun fili,Jun com,Jun tri,Kna arv,Kob sim,Leo aut,Leu vul,Linar vulg,Loi pro,Lot cor,Luz mul,Luz pil,Luz sp,Luz spi,Lych vis,Min bif,Mel pra,Nar stri,Oma nor,Oma sup,Oma syl,Oxa ace,Oxy dig,Par pal,Phle alp,Phle prat,Phyll caer,Pim sax,Pin vul,Pin alp,Ping sp,Pla lan,Pla maj,Pla med,Poa alp,Poa ann,Poa pra,Poaceae sp,Pot arg ,Pot cra,Pot ere,Pru vul,Pyr mig,Pyr min,Pyr nor,Pyrola sp,Ran acr,Ran aur,Ran rep,Rhin min,Rho ros,Rodhiola,Rub idae,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sal lan,Sal lap,Sal phyl,Sal ret,Salix sp,Saus alp,Sax aiz ,Sax opp,Sed acr,Sel sel,Sib pro,Sil aca,Sil prat,Sil vul,Sol vir,Sorbus,Ste gra,Ste med,Suc pra,Tarax,Tha alp,Thlaspi  arv,Tof pus,Trien eur,Tri ces,Tri med,Tri mont,Tri pra,Tri rep,Vac myr,Vac uli,Vac vit,Ver alp,Ver cha,Ver fru,Ver off,Ver serp,Vic cra,Vic sep,Vio bif,Vio pal,Vio riv,Vio tri,Vio sp,Vio viv,Visc vul,pleuro,acro,liver,lichen,litter,soil,rock,seedlings,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,15,2011,17-Aug,Presence,Siri,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,15,5,25,0,0,,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,16,2011,17-Aug,Presence,Siri,,,,,1cf,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,5,20,1,1,20,0,0,4,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,17,2011,17-Aug,Presence,Siri,,,,1,,,,1,,1,,,,,,,,,,,,,,,1cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,1,20,5,0,4,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,18,2011,17-Aug,Presence,Siri,,,,,,,,1,,,,,,,,,,,1,,,,,,1cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,40,0,1,20,0,0,5,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,19,2011,17-Aug,Presence,Siri,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,F,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,J,1,,,,,,,,,"S,1",,,,,,,,,,,,,,,,,,,,,,,,,,15,40,0,0,20,0,0,1,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,20,2011,17-Aug,Presence,Siri,,,,F,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,15,20,1,0,10,0,0,2,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,21,2011,17-Aug,Presence,Siri,,,,1,1cf,,,1,,F,,,,,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,10,0,0,3,,,,,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,22,2011,17-Aug,Presence,Siri,,,,1,,,,F,,1,,,,,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,J,"J,1",,,,,,,,,,,,,,,,,,,,,,,,,,5,15,0,0,20,0,0,3,,,,10,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,23,2011,17-Aug,Presence,Siri,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,F,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,1,0,15,0,0,4,,,,3,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,24,2011,17-Aug,Presence,Siri,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,15,0,0,1,,,,9,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,25,2011,17-Aug,Presence,Siri,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,J,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,15,20,0,0,15,0,0,,,,,4,,,
Lavisdalen,1,78,TTC,78,78 TTC,,TTC,%,2011,17-Aug,Cover,Siri,,,,2,1,,,8,1,2,,,,,,1,,,2,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,4,,,1,,,,,,,1,,1,,2,,,,3,1,,,,4,,,,,,2,,1,,,4,,,,,,,,,,,,,,,,,,1,3,,,,2,,,,1,,3,3,4,,,,,,,,2,2,,1,,,,,,,,1,,1,,,,,,,1,,,,,,,4.48,19.24,1,2.48,14.2,0.2,0,,80,15,1,6.5,0.5,Euph wet?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,1,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,10,5,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,2,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,15,0,0,1,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,3,2011,17-Aug,Presence,IH,,,,1,,,,,D,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,20,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,4,2011,17-Aug,Presence,IH,,,,F,,,,,D,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,15,0,0,1,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,5,2011,17-Aug,Presence,IH,,,,,,V,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,5,0,0,1,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,6,2011,17-Aug,Presence,IH,,,,,,,,,F,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,8,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,7,2011,17-Aug,Presence,IH,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,8,2011,17-Aug,Presence,IH,,,,,,,,,1,F,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sx3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,10,15,0,2,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,9,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,15,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,10,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,0,0,0,20,0,0,1,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,11,2011,17-Aug,Presence,IH,,,,F,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,5,10,1,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,12,2011,17-Aug,Presence,IH,,,,,,,,,DF,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,10,4,1,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,13,2011,17-Aug,Presence,IH,,,,,,S,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,12,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,14,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,8,5,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,15,2011,17-Aug,Presence,IH,,,,1,1,,,,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,25,10,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,16,2011,17-Aug,Presence,IH,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,10,15,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,17,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,15,5,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,18,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,S,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,5,2,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,19,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,5,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,20,2011,17-Aug,Presence,IH,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,20,0,0,,,,,,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,21,2011,17-Aug,Presence,IH,,,,F,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,2,0,0,0,12,10,0,,,,,5,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,22,2011,17-Aug,Presence,IH,,,,1,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,6,10,0,,,,,2,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,23,2011,17-Aug,Presence,IH,,,,,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,3,0,0,0,5,8,0,,,,,3,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,24,2011,17-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,1,,,,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,5,10,0,,,,,3,,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,25,2011,17-Aug,Presence,IH,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,"J,1",,,,,,,,,,,,,,,,,F,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,4,12,0,1,80,10,0,3.25,1,,
Lavisdalen,1,76,TT1,80,76 TT1 80,,,%,2011,17-Aug,Cover,IH,,,,3,1,1,,,40,3,,,,,,,,,8,,,3,,,4,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,,,2,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,3,,,,,,,3,,,,10,,3,,,,,,1,,,,,,,,,1,,,,,,1,5,,,,4,,,,,,2,4,5,,,,,,,,6,6,,1,,,,,,,,,,2,,,,,,,1,,,,,,,8.92,0.12,0,0.32,10.88,4.64,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,1,2011,17-Aug,Presence,Siri,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,20,5,0,0,25,0,0,,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,2,2011,17-Aug,Presence,Siri,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,0,1,25,0,0,1,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,3,2011,17-Aug,Presence,Siri,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,20,5,0,5,25,0,0,,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,4,2011,17-Aug,Presence,Siri,,,F,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,0,5,25,0,0,1,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,5,2011,17-Aug,Presence,Siri,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,0,10,20,0,0,1,,,,,,,
Lavisdalen,1,8,TT3,77,8 TT3 77,,,6,2011,17-Aug,Presence,Siri,,,1,,F,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,0,0,20,0,0,1,,,,,,,
