OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old Treat,subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc sp,Ant odo,Ave fle,Cam rot,Car lep,Car nigra,Car pal,Car pil,Cer fon,Des ces,Euph str,Fes rub,Gram sp,Hie pil,Hyp mac,Kna arv,Leo aut,Leu vul,Lot cor,Luz mul,Luz pil,Nar str,Oma syl,Pim sax,Pla lan,Poa pra,Pot ere,Pru vul,Ran acr,Ran rep,Rum ace,Rum ac-la,Sol vir,Sorbus,Ste gra,Suc pra,Tarax,Tri pra,Tri rep,Ver cha,Ver off,Vio pal,Vio riv,Vio tri,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,1,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,2,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,3,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,15,0,0,0,20,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,4,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,15,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,5,2009,26-Aug,Presence,KK,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,6,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,7,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,8,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,0,0,0,5,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,9,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,10,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,11,2009,26-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,12,2009,26-Aug,Presence,KK,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,13,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,20,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,14,2009,26-Aug,Presence,KK,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,15,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,16,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,17,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,18,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,19,2009,26-Aug,Presence,KK,,1,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,20,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,21,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,22,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,0,0,0,5,0,0,,,,13,4,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,23,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,0,0,0,20,0,0,,,,17,5,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,24,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,0,0,0,20,0,0,,,,12,5,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,25,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,20,0,0,0,10,0,0,,,,14,3,
Ovstedal,5,306,TT1,309,306 TT1 309,,,C,%,2009,26-Aug,Cover,KK,,30,,5,,,3,4,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,8,,,,16.88,0,0,0,11.6,0,0,70,30,0,14,4.25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,1,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,2,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,3,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,4,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,5,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,6,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,7,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,2,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,8,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,20,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,9,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,30,0,0,0,2,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,10,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,80,0,0,0,2,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,11,2009,26-Aug,Presence,KK,,1,,,,,,,,1cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,12,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,13,2009,26-Aug,Presence,KK,,F,,,,,F,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,10,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,14,2009,26-Aug,Presence,KK,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,40,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,15,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,40,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,16,2009,26-Aug,Presence,KK,,1,,,,,F,,,1cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,17,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,18,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,19,2009,26-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,70,0,0,0,5,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,20,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,40,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,21,2009,26-Aug,Presence,KK,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,10,0,0,,,,,,
Ovstedal,5,307,TTC,307,307 TTC,,,1,22,2009,26-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,10,0,0,,,,13,5,
Ovstedal,5,307,TTC,307,307 TTC,,,1,23,2009,26-Aug,Presence,KK,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,5,0,0,,,,15,5,
Ovstedal,5,307,TTC,307,307 TTC,,,1,24,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,0,0,0,5,0,0,,,,14,6,
Ovstedal,5,307,TTC,307,307 TTC,,,1,25,2009,26-Aug,Presence,KK,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,12,4,
Ovstedal,5,307,TTC,307,307 TTC,,,1,%,2009,26-Aug,Cover,KK,,25,,3,1,,7,,,2,,,,,,,,,,,,,,6,,,,,,,,,8,,,,,,,,,,,6,,,,39.8,0,0,0,6.44,0,0,50,70,0,13.5,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
