DestinationSite,DestinationBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Alc alp,Alc sp,Anem nemo,Ant alp ,Ant dio,Ant odo,Arc alp,Ast alp,Atoc rup,Ave fle,Avenu  pub,Bart alp,Bet nan,Bet pub,Bis viv,Bot lun ,Cal vul,Cam rot,Caps b-p,Car atra,Car big,Car cap,Car ech,Car fla,Car lep,Car nig,Car nor,Car pal,Car pan,Car pau,Car pil,Car pul,Car rup,Car sax,Car vag,Car sp,Car car,Cer alp,Cer cer,Cer fon,Cer gla,Cham alp,Cir pal,Com ten,Dac glo,Dant dec,Des ces,Dia del,Dia glo,Dry okt,Emp,Emp her,Emp nig,Epi ana,Epilob sp ,Equi arv,Erig unif,Erigeron,Euph fri,Euph sp,Fes ovi,Fes rub,Fes viv,Filip ulm,Frag ves,Gal bor,Gal sax,Gal uli ,Gal ver,Gen ama,Gen niv,Gen ten,Ger syl,Geu riv,Gram sp,Gym dry,Hie alp,Hie pil,Hie vulg,Hier sp,Hyp mac,Hypo mac,Junip,Jun alp,Jun fili,Jun com,Jun tri,Kna arv,Kob sim,Leo aut,Leu vul,Linar vulg,Lot cor,Luz mul,Luz pil,Luz sp,Luz spi,Lych vis,Mel pra,Nar stri,Oma nor,Oma sup,Oma syl,Oxa ace,Oxy dig,Par pal,Phle alp,Phle prat,Phyll caer,Pim sax,Pin vul,Pin alp,Pla lan,Pla maj,Pla med,Poa alp,Poa ann,Poa pra,Poaceae sp,Pot arg ,Pot cra,Pot ere,Pru vul,Pyr min,Pyr nor,Pyrola rund,Pyr rot,Pyrola sp,Ran acr,Ran aur,Ran rep,Rhin min,Rho ros,Rub idae,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sal lan,Sal phyl,Sal ret,Salix grå,Salix sp,Saus alp,Sax aiz ,Sax opp,Sed acr,Sel sel,Sib pro,Sil aca,Sil prat,Sil vul,Sol vir,Sorbus,Ste gra,Ste med,Suc pra,Tarax,Thal,Tha alp,Thlaspi  arv,Tof pus,Trien eur,Tri ces,Tri med,Tri mont,Tri pra,Tri rep,Vac myr,Vac uli,Vac vit,Ver alp,Ver cha,Ver fru,Ver off,Ver serp,Vic cra,Vic sep,Vio bif,Vio pal,Vio riv,Vio tri,Viol sp,Visc vul,pleuro,acro,liver,lichen,litter,soil,rock,seedlings,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,11,2011,18-Aug,Presence,W,,,,,1,,,,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,8,2,0,0,2,0,0,1,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,12,2011,18-Aug,Presence,W,,,,,,,,,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,15,0,0,0,10,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,13,2011,18-Aug,Presence,W,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,1,,,,,,,,,,,F,,,,,,,,,1,,,,,,,,,,,,,,,,25,0,0,0,5,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,14,2011,18-Aug,Presence,W,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,20,0,0,0,2,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,15,2011,18-Aug,Presence,W,,,,,1,,,,,1,,,,,,,,,1,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,25,0,0,0,10,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,16,2011,18-Aug,Presence,W,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22,0,0,0,2,5,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,17,2011,18-Aug,Presence,W,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,S,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,18,1,0,0,2,10,0,1,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,18,2011,18-Aug,Presence,W,,,1,,F,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,"S,1",,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,12,8,2,0,5,0,0,1,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,19,2011,18-Aug,Presence,W,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,F,,,,,,,,,,,,,8,5,2,0,2,0,0,1,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,20,2011,18-Aug,Presence,W,,,,,"J,1",,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,15,0,0,0,20,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,21,2011,18-Aug,Presence,W,,,1,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,8,4,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,22,2011,18-Aug,Presence,W,,,,,,,,,,F,,,,,,,,,1,,,"J,F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,"J,1",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,10,0,0,2,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,23,2011,18-Aug,Presence,W,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,"J,1",,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,27,3,0,0,2,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,24,2011,18-Aug,Presence,W,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,5,0,0,,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,25,2011,18-Aug,Presence,W,,,,,,J,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,F,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,60,3,0,0,4,0,0,1,,,,,,,
Gudmedalen,5,89,TT3,509,89 TT3 509,,,%,2011,18-Aug,Cover,W,4,,2,1,18,1,,,,8,,,,3,,,1,,4,,,1,,,19,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,1,,,5,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,4,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,8,,,5,,9,,,,,,,,,,4,4,,,,,,,,,3,,8,,,,,,,,,2,,,5,,,,,,,4,,,,,,21.56,2.08,0.24,0.2,6.4,1.04,0,,95,40,2,5,0.5,"Manglet recorder, satt in W.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,1,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,3,3,0,0,30,0,0,2,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,2,2011,18-Aug,Presence,Siri,1,,F,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,1,,,,,5,1,0,0,30,0,0,6,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,3,2011,18-Aug,Presence,Siri,1,,1,,,,,,,F,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,0,0,75,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,4,2011,18-Aug,Presence,Siri,1,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,80,0,0,2,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,5,2011,18-Aug,Presence,Siri,1,,,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Sx2,F",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,30,0,0,2,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,6,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,80,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,7,2011,18-Aug,Presence,Siri,1,,1,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,75,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,8,2011,18-Aug,Presence,Siri,1,,F,,,,,,,1,,,,1,,,,,F,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,75,0,0,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,9,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,80,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,10,2011,18-Aug,Presence,Siri,1,,,,1,,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,10,0,0,0,30,0,0,3,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,11,2011,18-Aug,Presence,Siri,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,30,0,0,1,,,,,,Leu aut- forskyvning fra Hie alp?,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,12,2011,18-Aug,Presence,Siri,1,,1,,,,,,,1,,,,1,,,,,"J,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fcf,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,13,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,,,,,,,,1,,,1,,,F,F,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,40,0,0,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,14,2011,18-Aug,Presence,Siri,1,,F,,,,,,,,,1,,,,,,,"J,1",,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,25,0,0,0,20,0,0,2,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,15,2011,18-Aug,Presence,Siri,1,,,,,,,1,,,,1,,,,,,,"J,1",,,"J,1",,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,70,2,2,1,10,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,16,2011,18-Aug,Presence,Siri,1,,1,,1,,,,,,,,,,,,,,Jx2,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,60,0,0,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,17,2011,18-Aug,Presence,Siri,,,1,,,,,,,1,,,,,,,,,J,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15,5,0,0,15,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,18,2011,18-Aug,Presence,Siri,1,,F,,,,,,,,,,,,,,,,1,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fcf,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,15,0,0,,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,19,2011,18-Aug,Presence,Siri,,,1,,,,,,,,,,,,,,,,"J,1",,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,35,15,0,0,15,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,20,2011,18-Aug,Presence,Siri,1,,1,,1,,,,,,,,,,,,,,"J,1",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,5,20,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,21,2011,18-Aug,Presence,Siri,1,,1,,,,,,,1,,,,,,,,,1,,,J,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,70,0,0,1,,,,,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,22,2011,18-Aug,Presence,Siri,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,1,10,20,0,0,,,,,12,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,23,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,,,,,,,,"J,1",,,1,,,,F,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2,10,20,0,0,,,,,13,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,24,2011,18-Aug,Presence,Siri,,,1,,,,,,,F,,,,,,,,,"J,1",,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,20,0,0,,,,,15,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,25,2011,18-Aug,Presence,Siri,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,25,0,0,,,,,11,,,
Gudmedalen,5,508,TT1,174,508 TT1 174,,,%,2011,18-Aug,Cover,Siri,3,,12,,1,,,1,,10,,2,,2,,,,,2,,,2,,,1,3,,,,,2,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,,10,,,,,,,1,,,,,,,,,1,,1,,,5,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,2,,2,,,,,,,,,1,,,2,,,,,,,,1,,,,,10.04,1.48,0.36,1.12,39.8,0,0,,85,8,1,12.75,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,12,511,TTC,511,511 TTC,,,1,2011,18-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,12,6,0,,,,,,,,
Gudmedalen,12,511,TTC,511,511 TTC,,,2,2011,18-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,4,0,0,2,,,,,,,
Gudmedalen,12,511,TTC,511,511 TTC,,,3,2011,18-Aug,Presence,IH,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,10,4,0,,,,,,,,
