OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old label (Treat),subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc alp,Alc sp,Ant alp ,Ant dio,Ant odo,Ast alp,Ave fle,Bis viv,Bot lun,Cam rot,Car atr,Car atr,Car big,Car cap,Car nor,Car vag,Cer alp,Cer fon,Des ces,Epi ana,Epi sp ,Eup fri,Fes ovi,Fes rub,Fes viv,Gen niv,Hie pil,Hie sp,Jun tri,L. spi,Leo aut,Luz mul,Luz sp,Luz spi,Nar stri,Oma nor ,Oma sup,Par pal,Phl alp,Phy cae,Poa alp,Poa pra,Pot cra,Pot ere,Pyr min,Pyr sp,Rum ac-la,Ran acr,Rum ace,Sag pro,Sag sag,Sag sp,Sal her,Sal ret,Sau alp,Sel sel,Sib pro,Sil aca,Tar sp,Tha alp,Tof pus,Tri rep,Vac myr,Vac vit,Ver alp,Ver fru,Vio bif,Vio pal,Vio tri,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,14,2009,11-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,1,,,,2,0,0,0,5,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,15,2009,11-Aug,Presence,KK,,F,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,2,0,0,0,10,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,16,2009,11-Aug,Presence,KK,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,1,,,,,,,,,,,F,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,10,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,17,2009,11-Aug,Presence,KK,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,F,,,,,,,F,,,,,,,,,,1,,,1,0,2,0,0,15,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,18,2009,11-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,F,,,1,,,,1,,,,,,,,,,1,,,,2,0,0,0,10,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,19,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,20,2009,11-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,1,,,,0,0,0,0,20,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,21,2009,11-Aug,Presence,KK,,1,1,1,,,,1,,1,,,,,,,,,,,,,,S,,1,,F,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,10,0,0,2,0,0,,,,,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,22,2009,11-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,5,0,0,10,0,0,,,,3,0.5,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,23,2009,11-Aug,Presence,KK,,F,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0,0,0,0,40,0,0,,,,2,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,24,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,5,0,0,0,15,0,0,,,,4,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,25,2009,11-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,F,,,1,,,,1,,,,,,,,1,,1,,,,0,0,0,0,10,0,0,,,,5,,
Ulvhaugen,2,10,TT1,7,10 TT1 7,,,4,%,2009,11-Aug,Cover,KK,,5,15,5,,2,,7,,2,,1,4,,,,,4,1,,1,,,1,,5,,2,,,,,,,,,,,,,5,,4,,,,,,,4,,4,,,2,,,2,8,,,,,,,,1,,8,,,1,1.44,1.64,0,0.08,9.8,0.16,0,70,4,2,3.5,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,1,2009,12-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,1,F,,,,,1,,,,,,1,,1,,1,,,,,,,,1,,1,,,,0,2,0,0,20,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,2,2009,12-Aug,Presence,KK,,,F,,,,1,1,,,,,,,,,,1,,,,,,,,1,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,3,2009,12-Aug,Presence,KK,,1,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,4,2009,12-Aug,Presence,KK,,1,D,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,2,0,0,20,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,5,2009,12-Aug,Presence,KK,,F,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,6,2009,12-Aug,Presence,KK,,F,F,,,,,1,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,7,2009,12-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,50,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,8,2009,12-Aug,Presence,KK,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,0,2,0,0,40,2,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,9,2009,12-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,0,2,0,0,10,2,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,10,2009,12-Aug,Presence,KK,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,F,,,1,,,,,1,,,,,1,5,2,0,0,50,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,11,2009,12-Aug,Presence,KK,,1,F,,,,,,,1,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,12,2009,12-Aug,Presence,KK,,F,D,,,,,,,1,,,,,,,,,,1,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,2,0,0,40,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,13,2009,12-Aug,Presence,KK,,F,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,20,5,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,14,2009,12-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,0,10,0,10,5,5,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,15,2009,12-Aug,Presence,KK,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,1,,1,,,,,,1,,1,,,,2,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,16,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,0,2,0,0,40,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,17,2009,12-Aug,Presence,KK,,F,F,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,18,2009,12-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,20,10,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,19,2009,12-Aug,Presence,KK,,F,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,5,0,0,10,5,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,20,2009,12-Aug,Presence,KK,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0,2,0,0,20,2,5,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,21,2009,12-Aug,Presence,KK,,F,F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,40,0,0,,,,,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,22,2009,12-Aug,Presence,KK,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,2,2,0,0,30,0,0,,,,2,0.5,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,23,2009,12-Aug,Presence,KK,,F,1,,,,,1,,,,1,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,1,,,,,,,S,,,F,,,,,,,,,,,,,,,,,,,1,2,0,0,0,50,0,0,,,,3,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,24,2009,12-Aug,Presence,KK,,1,F,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,0,0,0,60,0,0,,,,1,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,25,2009,12-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,2,0,0,20,0,0,,,,1,,
Ulvhaugen,3,11,TTC,11,11 TTC,,,C,%,2009,12-Aug,Cover,KK,,5,25,2,,,1,6,,5,,1,,,,,,2,,1,,,,,,1,,1,,,,,,,,,,,1,,4,,6,1,,,,,2,2,,,1,,3,,4,,2,,3,1,,,,,2,,5,,,1,1.2,2.2,0,0.48,30.2,1.24,0.2,60,4,0.5,1.75,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,1,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,1,,,,F,,,,,,,,,,,,,,2,2,0,0,2,20,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,2,2009,12-Aug,Presence,KK,,,F,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,2,2,0,2,20,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,3,2009,12-Aug,Presence,KK,,1,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,1,,,,,,,,1,,1,,,,0,10,2,0,5,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,4,2009,12-Aug,Presence,KK,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,S,,,,,,,,,,1,,,,2,2,0,0,5,10,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,5,2009,12-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,0,10,0,2,5,2,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,6,2009,12-Aug,Presence,KK,,F,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,10,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,7,2009,12-Aug,Presence,KK,,1,1,,,,F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,5,0,2,10,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,8,2009,12-Aug,Presence,KK,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,F,,,,,,,,,,,,,,,,1,F,,,,,,,,,,,,,0,5,0,0,10,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,9,2009,12-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,2,2,0,0,2,2,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,10,2009,12-Aug,Presence,KK,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,0,10,0,5,2,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,11,2009,12-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,F,,,,,,,1,,,,,,2,2,0,0,5,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,12,2009,12-Aug,Presence,KK,,1,F,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,0,5,0,0,10,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,13,2009,12-Aug,Presence,KK,,1,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,F,,,,,,,,,1,,,,2,5,0,0,20,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,14,2009,12-Aug,Presence,KK,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,F,,,,,,,1,,,,,,2,2,0,0,5,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,15,2009,12-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,2,10,0,5,2,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,16,2009,12-Aug,Presence,KK,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,10,0,0,40,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,17,2009,12-Aug,Presence,KK,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,5,0,0,30,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,18,2009,12-Aug,Presence,KK,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,5,0,0,60,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,19,2009,12-Aug,Presence,KK,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,0,2,0,2,5,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,20,2009,12-Aug,Presence,KK,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,20,0,5,2,0,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,21,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,2,0,0,40,5,0,,,,,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,22,2009,12-Aug,Presence,KK,,1,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,2,2,0,0,30,0,0,,,,3,0.5,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,23,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,F,,,,,,,1,,,,,,2,2,0,0,30,0,0,,,,4,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,24,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,1,,1,,,,0,10,0,0,20,0,0,,,,3,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,25,2009,12-Aug,Presence,KK,,1,F,,,,1,,,1,,,,,,,,,,,,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0,10,0,0,10,0,0,,,,2,,
Ulvhaugen,3,12,TT3,98,12 TT3 98 ,,,1,%,2009,12-Aug,Cover,KK,,5,15,,,,4,2,,3,,1,,2,,,,,,,,,,,4,1,,1,,,,,,,,1,,,4,,2,,4,1,,,,,2,1,,,2,,5,,1,,4,8,,,,,,,3,,5,,,,0.72,5.68,0.16,0.92,14.48,3.96,0,50,8,1,3,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,1,2009,12-Aug,Presence,KK,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,0,0,0,40,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,2,2009,12-Aug,Presence,KK,,1,,,,,,1,,F,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,5,0,0,0,20,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,3,2009,12-Aug,Presence,KK,,F,F,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,5,0,0,0,20,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,4,2009,12-Aug,Presence,KK,,F,,,,,,,,1,,,,,1,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,0,0,0,20,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,5,2009,12-Aug,Presence,KK,,1,,,,,,1,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,2,0,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,6,2009,12-Aug,Presence,KK,,1,F,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,0,0,0,10,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,7,2009,12-Aug,Presence,KK,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,8,2009,12-Aug,Presence,KK,,F,1,,,,,,,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,5,0,0,0,20,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,9,2009,12-Aug,Presence,KK,,F,F,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,10,2009,12-Aug,Presence,KK,,F,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,0,0,0,40,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,11,2009,12-Aug,Presence,KK,,1,1,,,,1,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,0,10,0,0,20,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,12,2009,12-Aug,Presence,KK,,1,1,,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,1,2,5,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,13,2009,12-Aug,Presence,KK,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,2,0,0,40,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,14,2009,12-Aug,Presence,KK,,F,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,5,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,15,2009,12-Aug,Presence,KK,,,1,,,,,,,F,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,16,2009,12-Aug,Presence,KK,,1,F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,2,20,0,0,5,0,5,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,17,2009,12-Aug,Presence,KK,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,10,0,0,40,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,18,2009,12-Aug,Presence,KK,,1,1,,,,,,,1,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,0,5,0,0,30,0,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,19,2009,12-Aug,Presence,KK,,F,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,2,0,0,40,10,0,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,20,2009,12-Aug,Presence,KK,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,0,0,0,20,0,60,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,21,2009,12-Aug,Presence,KK,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,10,0,0,10,0,5,,,,,,
Ulvhaugen,3,13,TT1,14,13 TT1 14,,,2,22,2009,12-Aug,Presence,KK,,,1,,,,1,,,F,,,,,1,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,F,,,,,,,,,1,,,,,,,1,,,,0,5,0,0,40,0,0,,,,3,0.5,
